               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 132,            0.048737,             0.01718,                   0,             0.84533,             0.77342,              0.8258,             0.41188,            0.047242,            0.017301,                   0,             0.00607,             0.00607,             0.00607
                 133,            0.049169,            0.018363,                   0,             0.84667,             0.77767,             0.83107,             0.41287,             0.04736,            0.017389,                   0,             0.00604,             0.00604,             0.00604
                 134,             0.04737,            0.019476,                   0,             0.85627,             0.77224,             0.83204,             0.41856,            0.046818,            0.017433,                   0,             0.00601,             0.00601,             0.00601
                 135,            0.047791,            0.016974,                   0,             0.84362,              0.7783,             0.82822,             0.41552,            0.047188,            0.017387,                   0,             0.00598,             0.00598,             0.00598
                 136,            0.048505,            0.018519,                   0,             0.80663,             0.79832,             0.81947,             0.40713,            0.047289,            0.017184,                   0,             0.00595,             0.00595,             0.00595
                 137,            0.047569,            0.019781,                   0,             0.83395,             0.78908,             0.82681,             0.41544,            0.046681,            0.017406,                   0,             0.00592,             0.00592,             0.00592
                 138,             0.04644,            0.018703,                   0,             0.85066,             0.76213,             0.82374,             0.40282,            0.048241,            0.017618,                   0,             0.00589,             0.00589,             0.00589
                 139,            0.048303,            0.018204,                   0,             0.86183,              0.7692,             0.82671,             0.40925,             0.04723,            0.017548,                   0,             0.00586,             0.00586,             0.00586
                 140,            0.049903,            0.022038,                   0,             0.83369,             0.77354,             0.81874,             0.40522,            0.047025,            0.017918,                   0,             0.00583,             0.00583,             0.00583
                 141,            0.048185,            0.017907,                   0,             0.82726,             0.79515,             0.82584,             0.41053,            0.047295,            0.017568,                   0,              0.0058,              0.0058,              0.0058
                 142,            0.047977,            0.018513,                   0,             0.84082,              0.7724,             0.82697,              0.4182,            0.046949,            0.017426,                   0,             0.00577,             0.00577,             0.00577
                 143,               0.049,            0.017268,                   0,             0.84505,             0.78302,             0.82951,               0.413,            0.046895,            0.017266,                   0,             0.00574,             0.00574,             0.00574
