epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
177,15278.4,0.53582,0.44468,0.09139,0.77773,0.70765,0.74,0.37692,0.59842,0.47884,0.12239,4.192e-05,4.192e-05,4.192e-05
178,15363.8,0.51481,0.44441,0.08479,0.77864,0.72457,0.75562,0.38714,0.59607,0.47525,0.1207,4.159e-05,4.159e-05,4.159e-05
179,15449.4,0.51811,0.4369,0.09357,0.77685,0.70974,0.73678,0.38082,0.60303,0.47985,0.12728,4.126e-05,4.126e-05,4.126e-05
180,15535,0.53186,0.42981,0.08714,0.77943,0.72035,0.7442,0.38415,0.59889,0.47478,0.13013,4.093e-05,4.093e-05,4.093e-05
181,15620.9,0.51349,0.44466,0.08848,0.76288,0.72285,0.74549,0.3834,0.59691,0.46799,0.12514,4.06e-05,4.06e-05,4.06e-05
182,15706.5,0.51226,0.4497,0.08293,0.75459,0.71017,0.74172,0.37457,0.60341,0.47347,0.12503,4.027e-05,4.027e-05,4.027e-05
183,15792.4,0.52762,0.44414,0.09083,0.75566,0.71973,0.74493,0.37852,0.59398,0.47797,0.12109,3.994e-05,3.994e-05,3.994e-05
184,15878.2,0.53427,0.44682,0.09173,0.74266,0.72058,0.74014,0.37761,0.59473,0.46699,0.12141,3.961e-05,3.961e-05,3.961e-05
185,15963.5,0.4898,0.43031,0.0821,0.76766,0.71536,0.74889,0.38735,0.59456,0.4727,0.12395,3.928e-05,3.928e-05,3.928e-05
186,16049.3,0.51026,0.43343,0.09326,0.74952,0.70981,0.74328,0.3817,0.60305,0.46723,0.12821,3.895e-05,3.895e-05,3.895e-05
187,16134.5,0.50962,0.43033,0.0843,0.7818,0.70287,0.73952,0.38104,0.59543,0.46972,0.12767,3.862e-05,3.862e-05,3.862e-05
188,16220,0.5108,0.44186,0.08866,0.73241,0.71848,0.73691,0.37832,0.59195,0.46925,0.12518,3.829e-05,3.829e-05,3.829e-05
189,16305.4,0.51633,0.43921,0.09058,0.74469,0.73011,0.75045,0.38327,0.59131,0.47163,0.1227,3.796e-05,3.796e-05,3.796e-05
190,16391.2,0.49861,0.42924,0.08306,0.78385,0.71161,0.75422,0.37713,0.60078,0.47718,0.12311,3.763e-05,3.763e-05,3.763e-05
191,16476.6,0.50146,0.44397,0.0853,0.74076,0.73408,0.74241,0.38137,0.59347,0.47583,0.12419,3.73e-05,3.73e-05,3.73e-05
192,16561.7,0.50109,0.44417,0.08224,0.78763,0.71223,0.75365,0.38829,0.58596,0.47875,0.12367,3.697e-05,3.697e-05,3.697e-05
193,16647.5,0.51356,0.43844,0.0902,0.77539,0.7035,0.74762,0.38857,0.58937,0.47243,0.12482,3.664e-05,3.664e-05,3.664e-05
194,16733,0.50233,0.44836,0.08401,0.75493,0.71918,0.74659,0.38013,0.5977,0.46561,0.12263,3.631e-05,3.631e-05,3.631e-05
195,16818.8,0.496,0.43136,0.08177,0.80133,0.71,0.75387,0.38475,0.60074,0.47666,0.12295,3.598e-05,3.598e-05,3.598e-05
196,16904.2,0.48842,0.43166,0.08138,0.77706,0.71411,0.75341,0.38597,0.5905,0.46702,0.1206,3.565e-05,3.565e-05,3.565e-05
197,16989.5,0.48494,0.43558,0.08002,0.77727,0.70787,0.75048,0.38843,0.58781,0.47075,0.12167,3.532e-05,3.532e-05,3.532e-05
198,17075.4,0.50929,0.4491,0.08519,0.76471,0.71006,0.74781,0.38458,0.58923,0.4675,0.12202,3.499e-05,3.499e-05,3.499e-05
199,17160.9,0.48831,0.44557,0.08578,0.7727,0.71473,0.7526,0.38876,0.58356,0.46866,0.12023,3.466e-05,3.466e-05,3.466e-05
200,17246.6,0.48162,0.43491,0.07924,0.78093,0.72347,0.75508,0.38594,0.59433,0.47093,0.12214,3.433e-05,3.433e-05,3.433e-05
201,17332.1,0.50119,0.43761,0.08396,0.75297,0.72285,0.74613,0.38447,0.59398,0.4733,0.12245,3.4e-05,3.4e-05,3.4e-05
202,17417.1,0.48482,0.42635,0.08129,0.74522,0.72285,0.74053,0.37932,0.60721,0.4755,0.12358,3.367e-05,3.367e-05,3.367e-05
203,17502.4,0.49451,0.43896,0.08596,0.73981,0.72416,0.74834,0.38373,0.58198,0.47772,0.11985,3.334e-05,3.334e-05,3.334e-05
204,17587.9,0.51887,0.44584,0.08525,0.74679,0.71984,0.75705,0.38356,0.5822,0.47795,0.12144,3.301e-05,3.301e-05,3.301e-05
205,17673.8,0.50202,0.45643,0.08323,0.73569,0.73147,0.74503,0.38236,0.59389,0.47655,0.12555,3.268e-05,3.268e-05,3.268e-05
206,17759.8,0.48242,0.43805,0.081,0.73475,0.7216,0.74443,0.38079,0.5893,0.48511,0.12076,3.235e-05,3.235e-05,3.235e-05
207,17845.6,0.50205,0.43954,0.08919,0.73866,0.7191,0.74083,0.3747,0.59627,0.48208,0.12292,3.202e-05,3.202e-05,3.202e-05
208,17931.3,0.51158,0.43355,0.08913,0.72856,0.71536,0.74345,0.3811,0.58892,0.47763,0.12231,3.169e-05,3.169e-05,3.169e-05
209,18017,0.4817,0.44087,0.08524,0.75186,0.71683,0.73917,0.38332,0.5997,0.48334,0.12766,3.136e-05,3.136e-05,3.136e-05
210,18102.6,0.49574,0.44207,0.08217,0.75086,0.71286,0.73939,0.38372,0.59824,0.47468,0.12584,3.103e-05,3.103e-05,3.103e-05
211,18188,0.48076,0.44087,0.08816,0.74228,0.71194,0.73298,0.37936,0.60574,0.47762,0.1304,3.07e-05,3.07e-05,3.07e-05
212,18274,0.50382,0.43641,0.08417,0.76254,0.71473,0.74085,0.38475,0.59701,0.47588,0.12364,3.037e-05,3.037e-05,3.037e-05
213,18359.5,0.48292,0.44309,0.08025,0.75038,0.71348,0.74589,0.38282,0.5981,0.47434,0.12388,3.004e-05,3.004e-05,3.004e-05
214,18445,0.49083,0.445,0.07901,0.7224,0.74782,0.7445,0.38203,0.60282,0.47355,0.12419,2.971e-05,2.971e-05,2.971e-05
215,18530.9,0.49048,0.43083,0.08063,0.7259,0.73533,0.73983,0.37998,0.60406,0.46967,0.12743,2.938e-05,2.938e-05,2.938e-05
216,18616.6,0.5031,0.42881,0.08819,0.74613,0.71734,0.73492,0.37312,0.61022,0.48339,0.1284,2.905e-05,2.905e-05,2.905e-05
217,18702.9,0.48259,0.44416,0.08283,0.74536,0.71785,0.73533,0.37514,0.59271,0.47585,0.12216,2.872e-05,2.872e-05,2.872e-05
218,18788.6,0.4838,0.44238,0.08182,0.75811,0.72097,0.74412,0.38193,0.59079,0.47084,0.12251,2.839e-05,2.839e-05,2.839e-05
219,18874.2,0.48587,0.44126,0.08672,0.76509,0.69913,0.74339,0.37891,0.59213,0.48018,0.12226,2.806e-05,2.806e-05,2.806e-05
220,18960.3,0.48055,0.44392,0.0835,0.71847,0.71473,0.73347,0.37126,0.59411,0.47866,0.1245,2.773e-05,2.773e-05,2.773e-05
221,19045.9,0.5106,0.45027,0.08852,0.71003,0.72298,0.73247,0.37561,0.58977,0.48538,0.12469,2.74e-05,2.74e-05,2.74e-05
222,19131.9,0.47851,0.44416,0.08247,0.7431,0.70787,0.73789,0.38009,0.59473,0.47218,0.12556,2.707e-05,2.707e-05,2.707e-05
223,19218,0.50535,0.43462,0.08367,0.755,0.68727,0.72192,0.37564,0.6151,0.47084,0.13298,2.674e-05,2.674e-05,2.674e-05
224,19303.4,0.49499,0.44966,0.07935,0.73327,0.69288,0.71631,0.37215,0.61794,0.47417,0.13381,2.641e-05,2.641e-05,2.641e-05
225,19389.2,0.48,0.43926,0.0818,0.73386,0.701,0.72639,0.37392,0.60679,0.48422,0.12737,2.608e-05,2.608e-05,2.608e-05
226,19474.9,0.48339,0.43198,0.07999,0.74431,0.70225,0.72973,0.37584,0.6124,0.48025,0.12792,2.575e-05,2.575e-05,2.575e-05
227,19560.2,0.47508,0.42585,0.08327,0.7367,0.71473,0.73532,0.37578,0.60942,0.47565,0.1284,2.542e-05,2.542e-05,2.542e-05
228,19645.8,0.48821,0.43537,0.07832,0.75131,0.71659,0.74135,0.38106,0.61255,0.47591,0.1291,2.509e-05,2.509e-05,2.509e-05
229,19731.2,0.4757,0.4211,0.08328,0.73909,0.7285,0.74121,0.37756,0.60861,0.47705,0.12862,2.476e-05,2.476e-05,2.476e-05
230,19816.7,0.49195,0.42523,0.08434,0.74104,0.72409,0.73806,0.37758,0.60781,0.47751,0.12868,2.443e-05,2.443e-05,2.443e-05
231,19902.4,0.49131,0.45113,0.08183,0.73037,0.73034,0.73867,0.37892,0.60455,0.47064,0.12523,2.41e-05,2.41e-05,2.41e-05
232,19988.1,0.48536,0.43314,0.08838,0.70918,0.73283,0.74091,0.37641,0.60846,0.47316,0.12667,2.377e-05,2.377e-05,2.377e-05
233,20073.7,0.49688,0.42898,0.08142,0.70285,0.73676,0.7441,0.37664,0.60704,0.48098,0.12622,2.344e-05,2.344e-05,2.344e-05
234,20158.7,0.47083,0.42317,0.08421,0.75441,0.71331,0.74583,0.38221,0.60586,0.47403,0.12605,2.311e-05,2.311e-05,2.311e-05
235,20245,0.49336,0.4376,0.08748,0.76254,0.70724,0.74647,0.38278,0.60284,0.47824,0.12458,2.278e-05,2.278e-05,2.278e-05
236,20330.8,0.46658,0.44316,0.08578,0.73991,0.73096,0.74904,0.37947,0.59946,0.47881,0.12278,2.245e-05,2.245e-05,2.245e-05
237,20416.5,0.47851,0.42929,0.0799,0.74869,0.71973,0.74785,0.37659,0.59897,0.48928,0.1211,2.212e-05,2.212e-05,2.212e-05
238,20502.4,0.47664,0.426,0.07845,0.7407,0.72217,0.72959,0.37389,0.61575,0.49385,0.12784,2.179e-05,2.179e-05,2.179e-05
239,20588.3,0.47722,0.43445,0.09162,0.74771,0.71848,0.73713,0.37358,0.6118,0.48843,0.12896,2.146e-05,2.146e-05,2.146e-05
240,20674.1,0.48297,0.44345,0.08593,0.75303,0.71753,0.74208,0.3764,0.60516,0.48219,0.12672,2.113e-05,2.113e-05,2.113e-05
241,20760.2,0.47575,0.44273,0.07904,0.75313,0.70461,0.74282,0.37633,0.59394,0.48642,0.1206,2.08e-05,2.08e-05,2.08e-05
242,20845.8,0.48875,0.42233,0.08317,0.75748,0.71942,0.75141,0.38152,0.59446,0.49111,0.12303,2.047e-05,2.047e-05,2.047e-05
243,20931.4,0.49725,0.43119,0.08333,0.75145,0.72657,0.74915,0.38424,0.59612,0.48877,0.12174,2.014e-05,2.014e-05,2.014e-05
244,21017,0.46871,0.44776,0.07606,0.75503,0.73346,0.7503,0.3827,0.58506,0.48094,0.11938,1.981e-05,1.981e-05,1.981e-05
245,21102.6,0.47685,0.42202,0.08194,0.75827,0.73221,0.75642,0.3835,0.59355,0.4754,0.12372,1.948e-05,1.948e-05,1.948e-05
246,21188.2,0.46896,0.42492,0.07642,0.7654,0.72907,0.75235,0.38121,0.59452,0.47668,0.12123,1.915e-05,1.915e-05,1.915e-05
247,21276.2,0.46241,0.43201,0.07444,0.76899,0.71973,0.75005,0.38082,0.59562,0.4817,0.12164,1.882e-05,1.882e-05,1.882e-05
248,21362.2,0.4895,0.43677,0.07981,0.7567,0.72784,0.75073,0.38149,0.60184,0.48253,0.12625,1.849e-05,1.849e-05,1.849e-05
249,21448.2,0.45106,0.43242,0.07317,0.7621,0.70724,0.74813,0.3825,0.59464,0.47865,0.12406,1.816e-05,1.816e-05,1.816e-05
250,21534.1,0.48387,0.43499,0.07999,0.76045,0.70599,0.74092,0.37841,0.60309,0.47538,0.12736,1.783e-05,1.783e-05,1.783e-05
251,21619.7,0.4816,0.42364,0.07886,0.75047,0.73034,0.7383,0.37887,0.60012,0.47394,0.1266,1.75e-05,1.75e-05,1.75e-05
252,21705.4,0.4749,0.42021,0.08417,0.74822,0.7179,0.73211,0.37492,0.60711,0.47721,0.1294,1.717e-05,1.717e-05,1.717e-05
253,21790.8,0.45938,0.42402,0.0765,0.73226,0.72784,0.73311,0.37238,0.60518,0.48201,0.12852,1.684e-05,1.684e-05,1.684e-05
254,21876.8,0.46055,0.43412,0.07929,0.74657,0.72659,0.74757,0.37878,0.60071,0.47563,0.12523,1.651e-05,1.651e-05,1.651e-05
255,21962.7,0.48455,0.42316,0.08423,0.75286,0.71877,0.74049,0.37465,0.61336,0.47155,0.12858,1.618e-05,1.618e-05,1.618e-05
256,22047.5,0.45999,0.40536,0.07599,0.754,0.71411,0.73538,0.37272,0.60798,0.48647,0.12634,1.585e-05,1.585e-05,1.585e-05
