               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 148,            0.047307,            0.018933,                   0,             0.83868,             0.76512,             0.81019,             0.39653,             0.04519,            0.018779,                   0,             0.00559,             0.00559,             0.00559
                 149,            0.047963,            0.017667,                   0,             0.84471,             0.76216,             0.81883,             0.39846,            0.044946,            0.018667,                   0,             0.00556,             0.00556,             0.00556
                 150,            0.047822,            0.017954,                   0,             0.84554,             0.75653,             0.81633,             0.39355,            0.044869,            0.018748,                   0,             0.00553,             0.00553,             0.00553
                 151,            0.048144,            0.017283,                   0,             0.83461,             0.75426,             0.81099,             0.38486,            0.045459,            0.018804,                   0,              0.0055,              0.0055,              0.0055
                 152,            0.047836,            0.018026,                   0,             0.83697,             0.75514,             0.81337,             0.39438,            0.045064,            0.018661,                   0,             0.00547,             0.00547,             0.00547
                 153,            0.047429,            0.017194,                   0,              0.8606,             0.75682,              0.8163,              0.3971,            0.045189,            0.018692,                   0,             0.00544,             0.00544,             0.00544
                 154,            0.047126,            0.016473,                   0,             0.85842,             0.74443,             0.81176,             0.39321,            0.045093,             0.01871,                   0,             0.00541,             0.00541,             0.00541
                 155,            0.048699,            0.018052,                   0,             0.83896,             0.77284,             0.81672,             0.39311,            0.045009,            0.018538,                   0,             0.00538,             0.00538,             0.00538
                 156,             0.04756,            0.016902,                   0,             0.83625,             0.76025,             0.81532,             0.39352,            0.045365,            0.018765,                   0,             0.00535,             0.00535,             0.00535
                 157,             0.04882,            0.017253,                   0,             0.84322,             0.76558,              0.8174,              0.3894,            0.045156,            0.018807,                   0,             0.00532,             0.00532,             0.00532
                 158,            0.047758,            0.017628,                   0,             0.84819,             0.74894,             0.81027,             0.38575,            0.045268,            0.019224,                   0,             0.00529,             0.00529,             0.00529
                 159,            0.049224,            0.018465,                   0,             0.85441,             0.76572,             0.81791,             0.39659,            0.045171,            0.018934,                   0,             0.00526,             0.00526,             0.00526
                 160,             0.04772,            0.017673,                   0,             0.84681,             0.76157,             0.81873,             0.39708,            0.045386,            0.018804,                   0,             0.00523,             0.00523,             0.00523
                 161,            0.047714,            0.018134,                   0,             0.86462,             0.75002,             0.81686,             0.39753,            0.045125,            0.018914,                   0,              0.0052,              0.0052,              0.0052
                 162,            0.045514,            0.017844,                   0,             0.86137,             0.75182,              0.8242,             0.40367,            0.044839,            0.018577,                   0,             0.00517,             0.00517,             0.00517
                 163,            0.046907,             0.01618,                   0,             0.85151,             0.75509,             0.81761,             0.39211,            0.045345,            0.018714,                   0,             0.00514,             0.00514,             0.00514
                 164,            0.047319,            0.018974,                   0,             0.84465,             0.75089,             0.81502,             0.39341,            0.045651,            0.018881,                   0,             0.00511,             0.00511,             0.00511
                 165,            0.047401,            0.017687,                   0,              0.8408,             0.76119,             0.82166,             0.39579,            0.045634,            0.018796,                   0,             0.00508,             0.00508,             0.00508
                 166,            0.048193,            0.016366,                   0,              0.8395,             0.76394,             0.81219,             0.39242,            0.045174,            0.018934,                   0,             0.00505,             0.00505,             0.00505
                 167,             0.04604,            0.017013,                   0,              0.8413,             0.75623,             0.80959,             0.39191,            0.045052,            0.018925,                   0,             0.00502,             0.00502,             0.00502
                 168,            0.048211,            0.017641,                   0,             0.84967,              0.7509,             0.81588,             0.40122,            0.045044,            0.018914,                   0,             0.00499,             0.00499,             0.00499
                 169,            0.046717,            0.017151,                   0,             0.84527,             0.76792,             0.82059,             0.40161,            0.044811,            0.018625,                   0,             0.00496,             0.00496,             0.00496
